Year,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Region,Data Item,Domain,Domain Category,Value,CV (%)
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11239), (D),(D)
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),"1,157,000",18.2
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11241),"865,000",20.2
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11242),"292,000",16.2
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125),"123,000",12
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1129),"18,445,000",8.6
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11291),"44,000",19.5
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11292),"490,000",30.7
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11293),"2,000",(H)
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11299),"17,909,000",8.2
2012,STATE,PENNSYLVANIA,42,,,,,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,782,911,000",1.7
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),"41,443,000",9.7
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"21,809,000",14.6
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),"7,538,000",16.8
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111),"48,533,000",9.2
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"387,000",(H)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11114),"348,000",(H)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11115),"39,000",72.2
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111211),"2,123,000",3
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111219), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11133), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111331), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111332), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111334),"2,246,000",58.4
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111339), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"32,669,000",13.1
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11141),"386,000",69.5
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11142),"32,284,000",12.8
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111421),"24,436,000",6.4
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111422),"7,848,000",35.4
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11194), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11199),"985,000",35.2
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112),"448,000",6.6
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1121),"402,000",6.5
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11211),"47,000",56.1
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"47,000",56.1
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"355,000",1.1
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),"2,000",46.5
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"1,000",31.6
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11239),"1,000",31.6
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11241), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1129), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11292), (D),(D)
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11299),"12,000",53.3
2012,STATE,RHODE ISLAND,44,,,,,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"48,981,000",9.1
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),"650,527,000",6.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"178,552,000",11.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),"643,031,000",3.7
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111),"1,229,712,000",3.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"405,109,000",8.1
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11111),"43,637,000",7.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11114), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11115),"133,232,000",11.6
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11116), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11119),"222,672,000",13.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"110,493,000",10.1
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111211),"2,060,000",(H)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111219),"108,433,000",8.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"69,653,000",21.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11133),"69,653,000",21.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111331),"1,168,000",22.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111332), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111333), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111334),"2,697,000",56
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111335),"4,259,000",19.7
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111336),"285,000",37.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111339),"59,279,000",23
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"163,846,000",14.3
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11141), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11142), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111421),"90,178,000",25.2
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111422), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"480,610,000",6.4
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11194),"32,718,000",10.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11199),"288,643,000",7.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112),"63,846,000",7.3
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1121),"11,287,000",2.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11211),"4,997,000",5.3
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"4,997,000",5.3
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"6,290,000",3.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"47,176,000",6.4
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11231), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11232),"29,527,000",7.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11233),"13,027,000",1.5
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11239), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),"96,000",23.7
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11241), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11242), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125), (D),(D)
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1129),"1,582,000",8.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11291),"13,000",55.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11292),"517,000",27.9
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11299),"1,052,000",7.1
2012,STATE,SOUTH CAROLINA,45,,,,,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,293,558,000",3.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),"761,327,000",7.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"29,364,000",5.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),"5,311,596,000",2.6
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111),"5,374,726,000",2.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"5,197,596,000",2.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11111),"344,115,000",4.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11112), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11113), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11114),"289,484,000",4.2
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11115),"2,641,313,000",2.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11119),"1,890,625,000",3.4
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"1,543,000",30.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111211),"22,000",71
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111219),"1,521,000",30.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"783,000",20.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11133),"783,000",20.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111331), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111332),"145,000",23.2
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111334), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111339), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"14,191,000",14.7
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11141), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11142), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111421),"5,979,000",18.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111422), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"160,612,000",8.2
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11194),"62,618,000",13.6
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11199),"97,994,000",7
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112),"698,197,000",3.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1121),"539,310,000",4.7
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11211),"511,244,000",4.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"367,935,000",4.6
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),"143,309,000",9.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"28,065,000",21.1
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),"56,282,000",5.6
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"21,073,000",0.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11231),"3,000",45.4
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11233),"17,787,000",0.5
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11239),"3,282,000",1.4
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11241),"2,283,000",24.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11242), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125), (D),(D)
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1129),"79,207,000",1.7
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11291),"79,000",2
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11292),"551,000",44.3
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11299),"78,578,000",1.8
2012,STATE,SOUTH DAKOTA,46,,,,,,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"6,072,922,000",2.5
2012,STATE,TENNESSEE,47,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (ANY ON OPERATION),"838,404,000",6.8
2012,STATE,TENNESSEE,47,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),"184,937,000",7.3
2012,STATE,TENNESSEE,47,,,,,,"CROP TOTALS - SALES, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (NONE ON OPERATION),"1,248,067,000",3.9
2012,STATE,TENNESSEE,47,,,,,,"CROP TOTALS - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (111),"2,035,297,000",4.9
