Value,end_code,county_name,county_code,begin_code,week_ending,state_ansi,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,county_ansi,location_desc,state_alpha,state_fips_code,reference_period_desc,country_name,asd_code,source_desc,statisticcat_desc,short_desc,domaincat_desc,commodity_desc,CV (%),group_desc,sector_desc,asd_desc,prodn_practice_desc,load_time,state_name,country_code,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5
62,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26836,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26836
58,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26836,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26836
39,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26836,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26836
1,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26838,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26838
23,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26845,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26845
31,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26845,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26845
25,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26845,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26845
114,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26847,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26847
117,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26847,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26847
67,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26847,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26847
34,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26851,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26851
47,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26851,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26851
28,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26851,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26851
37,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26852,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26852
32,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26852,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26852
30,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26852,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26852
11,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26855,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26855
11,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26855,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26855
5,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26855,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26855
7,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26865,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26865
8,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26865,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26865
7,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26865,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26865
37,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26866,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26866
28,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26866,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26866
27,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26866,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26866
17,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26884,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26884
17,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26884,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26884
22,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26884,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26884
2,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,26886,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,26886
595,00,,,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,99999,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,99999
403,00,,,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,99999,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,99999
161,00,,,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,99999,WV,54,YEAR,UNITED STATES,,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,CROP TOTALS,CROPS,,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,ZIP CODE,ALL CLASSES,00000000,99999
305,00,BARBOUR,001,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,10.3,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
332,00,BARBOUR,001,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,24.1,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
275,00,BARBOUR,001,00,,54,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,5.6,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
191,00,BARBOUR,001,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
96,00,BARBOUR,001,00,,54,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
123,00,BARBOUR,001,00,,54,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,001,"WEST VIRGINIA, NORTHWEST, BARBOUR",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
50,00,BROOKE,009,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,10.3,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
56,00,BROOKE,009,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,24.1,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
54,00,BROOKE,009,00,,54,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,5.6,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
55,00,BROOKE,009,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
35,00,BROOKE,009,00,,54,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
55,00,BROOKE,009,00,,54,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,009,"WEST VIRGINIA, NORTHWEST, BROOKE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
219,00,DODDRIDGE,017,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,10.3,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
231,00,DODDRIDGE,017,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,24.1,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
209,00,DODDRIDGE,017,00,,54,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,5.6,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
216,00,DODDRIDGE,017,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
117,00,DODDRIDGE,017,00,,54,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
113,00,DODDRIDGE,017,00,,54,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,017,"WEST VIRGINIA, NORTHWEST, DODDRIDGE",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
52,00,HANCOCK,029,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,10.3,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
60,00,HANCOCK,029,00,,54,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,24.1,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2018-02-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
57,00,HANCOCK,029,00,,54,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,5.6,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-12-31 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
52,00,HANCOCK,029,00,,54,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
30,00,HANCOCK,029,00,,54,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
39,00,HANCOCK,029,00,,54,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,029,"WEST VIRGINIA, NORTHWEST, HANCOCK",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
429,00,HARRISON,033,00,,54,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL,033,"WEST VIRGINIA, NORTHWEST, HARRISON",WV,54,YEAR,UNITED STATES,20,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,NOT SPECIFIED,CROP TOTALS,10.3,CROP TOTALS,CROPS,NORTHWEST,ALL PRODUCTION PRACTICES,2024-07-02 12:00:00.000,WEST VIRGINIA,9000,,COUNTY,ALL CLASSES,00000000,
