group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,zip_5,watershed_desc,agg_level_desc,class_desc,watershed_code,state_name,country_code,sector_desc,prodn_practice_desc,asd_desc,load_time,county_code,begin_code,week_ending,state_ansi,county_name,Value,end_code,country_name,asd_code,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc,region_desc,year,unit_desc
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89704,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89704,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89704,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89704,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89704,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89704,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89705,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89705,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89706,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89706,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89801,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,8,00,UNITED STATES,,,32,NV,89801,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89815,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89815,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89815,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89815,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89815,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89815,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89820,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89820,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89820,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89820,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89820,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,10,00,UNITED STATES,,,32,NV,89820,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89822,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89822,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89822,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89822,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89823,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89823,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89823,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89823,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89823,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89823,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89825,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89825,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89828,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89828,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89831,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89831,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89831,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89831,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89832,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89832,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89833,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89833,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89833,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89833,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89834,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89834,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89834,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89834,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89835,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89835,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89835,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89835,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89835,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89835,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,99999,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,99999,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,99999,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,99999,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (50,000 TO 249,999 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,99999,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,11,00,UNITED STATES,,,32,NV,99999,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,,,STATE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,674,00,UNITED STATES,,,32,NV,NEVADA,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89001,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,11,00,UNITED STATES,,,32,NV,89001,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89001,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,11,00,UNITED STATES,,,32,NV,89001,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89001,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89001,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89002,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89002,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89002,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89002,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89005,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89005,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89006,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89006,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89007,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89007,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89007,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,3,00,UNITED STATES,,,32,NV,89007,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89007,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89007,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89008,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89008,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89008,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89008,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89008,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89008,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89010,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89010,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89010,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89010,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89011,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89011,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89011,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89011,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89012,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89012,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89013,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89013,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89015,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89015,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89017,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89017,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89017,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89017,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89017,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,4,00,UNITED STATES,,,32,NV,89017,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89018,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,2,00,UNITED STATES,,,32,NV,89018,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89020,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,1,00,UNITED STATES,,,32,NV,89020,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89020,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,11,00,UNITED STATES,,,32,NV,89020,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89020,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2012-01-01 00:00:00.000,,00,,32,,7,00,UNITED STATES,,,32,NV,89020,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2007,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89021,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2024-11-07 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89021,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2022,OPERATIONS
CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,SALES,CROP TOTALS - OPERATIONS WITH SALES,CENSUS,89021,,ZIP CODE,ALL CLASSES,00000000,NEVADA,9000,CROPS,ALL PRODUCTION PRACTICES,,2018-02-01 12:00:00.000,,00,,32,,6,00,UNITED STATES,,,32,NV,89021,YEAR,ANNUAL,,ALL UTILIZATION PRACTICES,SALES,,2017,OPERATIONS
