short_desc,statisticcat_desc,source_desc,group_desc,commodity_desc,CV (%),domaincat_desc,state_name,country_code,load_time,sector_desc,prodn_practice_desc,asd_desc,zip_5,class_desc,watershed_code,watershed_desc,agg_level_desc,end_code,Value,state_ansi,week_ending,county_code,begin_code,county_name,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,country_name,asd_code,state_alpha,reference_period_desc,location_desc,state_fips_code,county_ansi
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58241,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58241,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58241,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58241,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58243,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58243,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58243,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58243,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58244,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58244,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58244,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58244,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58249,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58249,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58249,ALL CLASSES,00000000,,ZIP CODE,00,21,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58249,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58249,ALL CLASSES,00000000,,ZIP CODE,00,22,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58249,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58250,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58250,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58250,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58250,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58250,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58250,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58251,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58251,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58251,ALL CLASSES,00000000,,ZIP CODE,00,23,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58251,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58251,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58251,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58254,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58254,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58254,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58254,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58254,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58254,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58256,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58256,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58256,ALL CLASSES,00000000,,ZIP CODE,00,8,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58256,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58256,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58256,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58257,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58257,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58257,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58257,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58257,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58257,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58258,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58258,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58258,ALL CLASSES,00000000,,ZIP CODE,00,5,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58258,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58258,ALL CLASSES,00000000,,ZIP CODE,00,5,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58258,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58259,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58259,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58259,ALL CLASSES,00000000,,ZIP CODE,00,10,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58259,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58259,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58259,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58260,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58260,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58260,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58260,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58261,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58261,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58261,ALL CLASSES,00000000,,ZIP CODE,00,12,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58261,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58261,ALL CLASSES,00000000,,ZIP CODE,00,12,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58261,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58262,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58262,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58262,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58262,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58262,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58262,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58265,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58265,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58265,ALL CLASSES,00000000,,ZIP CODE,00,7,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58265,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58265,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58265,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58266,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58266,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58266,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58266,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58266,ALL CLASSES,00000000,,ZIP CODE,00,8,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58266,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58267,ALL CLASSES,00000000,,ZIP CODE,00,12,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58267,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58267,ALL CLASSES,00000000,,ZIP CODE,00,13,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58267,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58267,ALL CLASSES,00000000,,ZIP CODE,00,25,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58267,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58269,ALL CLASSES,00000000,,ZIP CODE,00,1,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58269,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58269,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58269,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58269,ALL CLASSES,00000000,,ZIP CODE,00,3,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58269,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58270,ALL CLASSES,00000000,,ZIP CODE,00,14,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58270,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58270,ALL CLASSES,00000000,,ZIP CODE,00,11,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58270,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58270,ALL CLASSES,00000000,,ZIP CODE,00,28,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58270,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58271,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58271,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58271,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58271,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58271,ALL CLASSES,00000000,,ZIP CODE,00,9,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58271,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58272,ALL CLASSES,00000000,,ZIP CODE,00,2,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58272,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58272,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58272,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58273,ALL CLASSES,00000000,,ZIP CODE,00,4,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2022,OPERATIONS,,UNITED STATES,,ND,YEAR,58273,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58273,ALL CLASSES,00000000,,ZIP CODE,00,6,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2017,OPERATIONS,,UNITED STATES,,ND,YEAR,58273,38,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",NORTH DAKOTA,9000,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58273,ALL CLASSES,00000000,,ZIP CODE,00,5,38,,,00,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,2007,OPERATIONS,,UNITED STATES,,ND,YEAR,58273,38,
