region_desc,unit_desc,year,congr_district_code,freq_desc,domain_desc,util_practice_desc,county_ansi,state_fips_code,state_alpha,location_desc,reference_period_desc,asd_code,country_name,Value,end_code,county_name,begin_code,county_code,week_ending,state_ansi,prodn_practice_desc,asd_desc,sector_desc,load_time,country_code,state_name,agg_level_desc,watershed_desc,watershed_code,class_desc,zip_5,source_desc,statisticcat_desc,short_desc,domaincat_desc,CV (%),commodity_desc,group_desc
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66536,YEAR,,UNITED STATES,12,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66536,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66536,YEAR,,UNITED STATES,23,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66536,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66536,YEAR,,UNITED STATES,19,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66536,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66537,YEAR,,UNITED STATES,26,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66537,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66537,YEAR,,UNITED STATES,37,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66537,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66537,YEAR,,UNITED STATES,23,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66537,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66538,YEAR,,UNITED STATES,70,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66538,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66538,YEAR,,UNITED STATES,60,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66538,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66538,YEAR,,UNITED STATES,98,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66538,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66539,YEAR,,UNITED STATES,21,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66539,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66539,YEAR,,UNITED STATES,41,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66539,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66539,YEAR,,UNITED STATES,18,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66539,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66540,YEAR,,UNITED STATES,18,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66540,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66540,YEAR,,UNITED STATES,22,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66540,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66540,YEAR,,UNITED STATES,31,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66540,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66541,YEAR,,UNITED STATES,1,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66541,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66541,YEAR,,UNITED STATES,3,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66541,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66541,YEAR,,UNITED STATES,8,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66541,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66542,YEAR,,UNITED STATES,24,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66542,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66542,YEAR,,UNITED STATES,31,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66542,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66542,YEAR,,UNITED STATES,35,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66542,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66543,YEAR,,UNITED STATES,6,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66543,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66543,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66543,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66543,YEAR,,UNITED STATES,5,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66543,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66544,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66544,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66544,YEAR,,UNITED STATES,26,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66544,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66544,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66544,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66546,YEAR,,UNITED STATES,29,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66546,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66546,YEAR,,UNITED STATES,38,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66546,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66546,YEAR,,UNITED STATES,27,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66546,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66547,YEAR,,UNITED STATES,73,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66547,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66547,YEAR,,UNITED STATES,87,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66547,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66547,YEAR,,UNITED STATES,62,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66547,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66548,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66548,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66548,YEAR,,UNITED STATES,14,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66548,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66548,YEAR,,UNITED STATES,35,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66548,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66549,YEAR,,UNITED STATES,49,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66549,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66549,YEAR,,UNITED STATES,64,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66549,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66549,YEAR,,UNITED STATES,65,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66549,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66550,YEAR,,UNITED STATES,15,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66550,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66550,YEAR,,UNITED STATES,17,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66550,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66550,YEAR,,UNITED STATES,20,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66550,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66552,YEAR,,UNITED STATES,5,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66552,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66552,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66552,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66552,YEAR,,UNITED STATES,14,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66552,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66554,YEAR,,UNITED STATES,13,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66554,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66554,YEAR,,UNITED STATES,22,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66554,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66554,YEAR,,UNITED STATES,35,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66554,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66601,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66601,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66601,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66601,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66601,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66601,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66603,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66603,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66604,YEAR,,UNITED STATES,23,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66604,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66604,YEAR,,UNITED STATES,20,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66604,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66604,YEAR,,UNITED STATES,16,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66604,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66605,YEAR,,UNITED STATES,13,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66605,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66605,YEAR,,UNITED STATES,11,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66605,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66605,YEAR,,UNITED STATES,9,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66605,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66606,YEAR,,UNITED STATES,5,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66606,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2017,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66606,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2018-02-01 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66606,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2007,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66606,YEAR,,UNITED STATES,10,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2012-01-01 00:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66606,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
,OPERATIONS,2022,,ANNUAL,SALES,ALL UTILIZATION PRACTICES,,20,KS,66607,YEAR,,UNITED STATES,2,00,,00,,,20,ALL PRODUCTION PRACTICES,,CROPS,2024-11-07 12:00:00.000,9000,KANSAS,ZIP CODE,,00000000,ALL CLASSES,66607,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,"SALES: (LESS THAN 50,000 $)",,CROP TOTALS,CROP TOTALS
