CV (%),commodity_desc,domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,watershed_code,class_desc,watershed_desc,agg_level_desc,zip_5,load_time,sector_desc,prodn_practice_desc,asd_desc,state_name,country_code,county_name,week_ending,state_ansi,county_code,begin_code,end_code,Value,location_desc,state_fips_code,reference_period_desc,state_alpha,county_ansi,country_name,asd_code,year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83686,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,100,83686,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83687,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,59,83687,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83687,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,56,83687,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83687,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,80,83687,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83701,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83701,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83701,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83701,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83701,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83701,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83702,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83702,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83702,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83702,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83702,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,7,83702,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83703,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,7,83703,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83703,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83703,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83703,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,15,83703,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83704,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83704,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83704,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,13,83704,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83704,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,10,83704,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83705,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83705,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83705,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,9,83705,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83705,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83705,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83706,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,9,83706,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83706,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,7,83706,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83706,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,10,83706,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83707,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83707,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83709,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,25,83709,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83709,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,41,83709,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83709,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,24,83709,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83712,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83712,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83712,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83712,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83713,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83713,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83713,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83713,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83713,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83713,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83714,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,18,83714,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83714,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,19,83714,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83714,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,19,83714,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83715,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83715,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83716,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,9,83716,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83716,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,18,83716,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83716,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83716,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83719,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83719,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83801,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,37,83801,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83801,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,43,83801,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83801,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,24,83801,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83803,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83803,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83803,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83803,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83803,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,3,83803,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83804,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83804,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83804,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,14,83804,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83804,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,2,83804,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83805,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,80,83805,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83805,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,97,83805,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83805,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,143,83805,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83806,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,1,83806,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83809,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,4,83809,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83809,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,14,83809,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83809,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,5,83809,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83810,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,30,83810,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83810,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,45,83810,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83810,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,18,83810,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83811,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,7,83811,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83811,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,10,83811,16,YEAR,ID,,UNITED STATES,,2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83811,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,8,83811,16,YEAR,ID,,UNITED STATES,,2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,,ZIP CODE,83813,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,IDAHO,9000,,,16,,00,00,10,83813,16,YEAR,ID,,UNITED STATES,,2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,
