reference_period_desc,agg_level_desc,week_ending,statisticcat_desc,unit_desc,state_name,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,source_desc,country_code,zip_5,commodity_desc,domaincat_desc,group_desc,region_desc,end_code,asd_code,county_name,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,state_alpha,asd_desc,util_practice_desc,freq_desc,begin_code,class_desc,CV (%),year,location_desc,short_desc
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24343,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,62,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24343,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24347,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,24,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24347,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,36,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24347,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24347,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24348,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,46,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24348,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24348,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,63,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24348,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24348,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,53,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24348,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24350,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24350,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24350,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24350,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24350,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24350,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24351,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24351,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24351,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24351,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24351,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24351,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24352,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,27,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24352,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24352,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,27,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24352,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24352,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,22,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24352,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24354,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,61,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24354,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24354,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,64,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24354,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24354,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,65,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24354,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24360,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,48,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24360,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24360,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,62,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24360,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24360,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,32,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24360,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24361,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,75,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24361,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24361,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,102,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24361,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24361,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,73,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24361,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24363,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,39,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24363,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24363,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,67,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24363,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24363,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,45,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24363,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24366,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24366,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24366,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,17,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24366,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24366,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24366,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24368,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,81,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24368,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24368,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,83,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24368,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24368,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,65,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24368,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24370,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,38,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24370,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24370,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,61,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24370,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24370,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,65,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24370,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24374,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24374,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24374,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24374,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24374,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,10,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24374,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24375,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,21,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24375,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24375,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,29,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24375,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24375,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24375,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24377,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24377,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24377,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24377,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24377,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24377,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24378,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,35,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24378,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24378,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,35,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24378,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24378,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24378,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24380,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,39,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24380,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24380,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,38,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24380,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24380,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,40,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24380,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24381,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,43,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24381,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24381,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,20,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24381,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24381,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,26,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24381,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24382,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,113,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24382,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24382,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,130,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24382,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24382,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,98,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24382,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24401,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,120,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24401,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24401,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,138,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2017,24401,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24401,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,130,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2007,24401,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,,SALES,OPERATIONS,VIRGINIA,,00000000,,51,,UNITED STATES,51,SALES,CENSUS,9000,24402,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,,00,,,2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,VA,,ALL UTILIZATION PRACTICES,ANNUAL,00,ALL CLASSES,,2022,24402,CROP TOTALS - OPERATIONS WITH SALES
