year,agg_level_desc,statisticcat_desc,domaincat_desc,region_desc,load_time,reference_period_desc,state_ansi,commodity_desc,sector_desc,country_code,congr_district_code,domain_desc,watershed_code,short_desc,prodn_practice_desc,asd_desc,location_desc,asd_code,county_code,source_desc,freq_desc,state_fips_code,util_practice_desc,Value,county_name,state_name,week_ending,state_alpha,unit_desc,class_desc,country_name,zip_5,watershed_desc,end_code,begin_code,county_ansi,group_desc,CV (%)
1970,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.85,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1969,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.95,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1968,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.06,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1967,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.97,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1966,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.91,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1965,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.04,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1964,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1963,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.1,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1962,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.05,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1961,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.03,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1960,COUNTY,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,KENAI PENINSULA,"ALASKA, KENAI PENINSULA, OTHER (COMBINED) COUNTIES",30,998,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.14,OTHER (COMBINED) COUNTIES,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2024,STATE,YIELD,NOT SPECIFIED,,2025-01-10 12:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.4,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2023,STATE,YIELD,NOT SPECIFIED,,2025-01-10 12:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.4,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2022,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2021,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.2,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2020,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.1,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2019,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2018,STATE,YIELD,NOT SPECIFIED,,2024-01-09 15:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2017,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.2,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2016,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.35,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2015,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.1,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2014,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.39,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
2013,STATE,YIELD,NOT SPECIFIED,,2019-02-06 15:00:06.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.75,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1995,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.19,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1994,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.14,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1993,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.9,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1992,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.04,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1991,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.17,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1990,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.07,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1989,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1988,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.55,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1987,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.23,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1986,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.18,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1985,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.26,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1984,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.5,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1983,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.38,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1982,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.09,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1981,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.4,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1980,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.17,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1979,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.46,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1978,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.67,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1977,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.67,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1976,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.36,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1975,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.49,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1974,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.25,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1973,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.28,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1972,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.33,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1971,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.03,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1970,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.18,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1969,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.95,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1968,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.25,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1967,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.51,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1966,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.38,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1965,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.28,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1964,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1963,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.25,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1962,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.37,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
