year,unit_desc,region_desc,util_practice_desc,domain_desc,freq_desc,congr_district_code,location_desc,state_fips_code,state_alpha,reference_period_desc,county_ansi,country_name,asd_code,end_code,Value,county_name,state_ansi,week_ending,county_code,begin_code,load_time,sector_desc,asd_desc,prodn_practice_desc,state_name,country_code,class_desc,watershed_code,watershed_desc,agg_level_desc,zip_5,source_desc,short_desc,statisticcat_desc,commodity_desc,CV (%),domaincat_desc,group_desc
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19973,10,DE,YEAR,,UNITED STATES,,00,13,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19973,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19973,10,DE,YEAR,,UNITED STATES,,00,15,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19973,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19975,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19975,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19975,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19975,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19975,10,DE,YEAR,,UNITED STATES,,00,7,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19975,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19977,10,DE,YEAR,,UNITED STATES,,00,4,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19977,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19977,10,DE,YEAR,,UNITED STATES,,00,12,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19977,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19977,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19977,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19979,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19979,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,99999,10,DE,YEAR,,UNITED STATES,,00,5,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,99999,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,99999,10,DE,YEAR,,UNITED STATES,,00,10,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,99999,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,99999,10,DE,YEAR,,UNITED STATES,,00,5,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,99999,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (50,000 TO 249,999 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,DELAWARE,10,DE,YEAR,,UNITED STATES,,00,"1,056",,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,STATE,,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19701,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19701,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19701,10,DE,YEAR,,UNITED STATES,,00,9,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19701,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19701,10,DE,YEAR,,UNITED STATES,,00,13,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19701,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19702,10,DE,YEAR,,UNITED STATES,,00,12,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19702,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19702,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19702,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19702,10,DE,YEAR,,UNITED STATES,,00,16,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19702,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19707,10,DE,YEAR,,UNITED STATES,,00,7,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19707,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19707,10,DE,YEAR,,UNITED STATES,,00,7,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19707,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19707,10,DE,YEAR,,UNITED STATES,,00,13,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19707,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19708,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19708,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19709,10,DE,YEAR,,UNITED STATES,,00,13,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19709,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19709,10,DE,YEAR,,UNITED STATES,,00,16,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19709,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19709,10,DE,YEAR,,UNITED STATES,,00,29,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19709,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19710,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19710,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19711,10,DE,YEAR,,UNITED STATES,,00,5,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19711,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19711,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19711,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19711,10,DE,YEAR,,UNITED STATES,,00,11,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19711,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19713,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19713,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19713,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19713,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19713,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19713,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19720,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19720,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19720,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19720,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19730,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19730,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19731,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19731,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19731,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19731,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19731,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19731,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19734,10,DE,YEAR,,UNITED STATES,,00,34,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19734,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19734,10,DE,YEAR,,UNITED STATES,,00,41,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19734,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19734,10,DE,YEAR,,UNITED STATES,,00,32,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19734,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19803,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19803,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19803,10,DE,YEAR,,UNITED STATES,,00,3,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19803,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19804,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19804,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19804,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19804,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,6,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19807,10,DE,YEAR,,UNITED STATES,,00,8,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19807,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19808,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19808,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19808,10,DE,YEAR,,UNITED STATES,,00,2,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19808,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19809,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19809,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,11,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,13,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19901,10,DE,YEAR,,UNITED STATES,,00,7,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19901,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19903,10,DE,YEAR,,UNITED STATES,,00,7,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19903,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,25,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,34,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2007,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19904,10,DE,YEAR,,UNITED STATES,,00,34,,10,,,00,2012-01-01 00:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19904,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19930,10,DE,YEAR,,UNITED STATES,,00,1,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19930,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2022,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19933,10,DE,YEAR,,UNITED STATES,,00,12,,10,,,00,2024-11-07 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19933,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
2017,OPERATIONS,,ALL UTILIZATION PRACTICES,SALES,ANNUAL,,19933,10,DE,YEAR,,UNITED STATES,,00,25,,10,,,00,2018-02-01 12:00:00.000,CROPS,,ALL PRODUCTION PRACTICES,DELAWARE,9000,ALL CLASSES,00000000,,ZIP CODE,19933,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,CROP TOTALS,,"SALES: (LESS THAN 50,000 $)",CROP TOTALS
