reference_period_desc,agg_level_desc,statisticcat_desc,week_ending,state_name,unit_desc,watershed_code,county_ansi,county_code,state_fips_code,congr_district_code,country_name,domain_desc,state_ansi,source_desc,country_code,commodity_desc,zip_5,domaincat_desc,region_desc,end_code,group_desc,asd_code,county_name,prodn_practice_desc,sector_desc,load_time,Value,watershed_desc,state_alpha,asd_desc,util_practice_desc,freq_desc,class_desc,begin_code,year,CV (%),location_desc,short_desc
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32662,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,1,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32662,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32663,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32663,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32663,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,10,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32663,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32663,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,3,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32663,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32664,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32664,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32664,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32664,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32664,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,6,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32664,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32666,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,25,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32666,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32666,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,27,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32666,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32666,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,22,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32666,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32667,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,50,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32667,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32667,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,48,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32667,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32667,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,24,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32667,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32668,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,25,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32668,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32668,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,43,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32668,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32668,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,19,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32668,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32669,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,106,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32669,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32669,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,74,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32669,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32669,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,61,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32669,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32680,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,18,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32680,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32680,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,28,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32680,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32680,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,14,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32680,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32681,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32681,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32681,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32681,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32686,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,30,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32686,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32686,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,35,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32686,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32686,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,24,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32686,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32693,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,79,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32693,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32693,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,78,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32693,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32693,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,60,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32693,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32694,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,3,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32694,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32694,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,13,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32694,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32694,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32694,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32696,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,55,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32696,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32696,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,41,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32696,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32696,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,29,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32696,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32697,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,5,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32697,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32697,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32697,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32701,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,1,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32701,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32701,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,6,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32701,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32702,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,22,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32702,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32702,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,9,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32702,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32702,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,8,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32702,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32703,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,11,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32703,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32703,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,21,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32703,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32703,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,9,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32703,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32704,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32704,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32704,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,5,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32704,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32704,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,5,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32704,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32707,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,3,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32707,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32707,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32707,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32708,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32708,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32708,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,10,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32708,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32708,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,10,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32708,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32709,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,10,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32709,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32709,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,4,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32709,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32709,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,10,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32709,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32710,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32710,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32712,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,43,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32712,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32712,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2018-02-01 12:00:00.000,37,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2017,,32712,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32712,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2012-01-01 00:00:00.000,35,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2007,,32712,CROP TOTALS - OPERATIONS WITH SALES
YEAR,ZIP CODE,SALES,,FLORIDA,OPERATIONS,00000000,,,12,,UNITED STATES,SALES,12,CENSUS,9000,CROP TOTALS,32713,"SALES: (LESS THAN 50,000 $)",,00,CROP TOTALS,,,ALL PRODUCTION PRACTICES,CROPS,2024-11-07 12:00:00.000,2,,FL,,ALL UTILIZATION PRACTICES,ANNUAL,ALL CLASSES,00,2022,,32713,CROP TOTALS - OPERATIONS WITH SALES
