short_desc,statisticcat_desc,source_desc,group_desc,CV (%),commodity_desc,domaincat_desc,country_code,state_name,load_time,prodn_practice_desc,asd_desc,sector_desc,zip_5,class_desc,watershed_code,agg_level_desc,watershed_desc,end_code,Value,week_ending,state_ansi,begin_code,county_code,county_name,domain_desc,util_practice_desc,congr_district_code,freq_desc,unit_desc,year,region_desc,asd_code,country_name,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84652,ALL CLASSES,00000000,ZIP CODE,,00,12,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84652,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84653,ALL CLASSES,00000000,ZIP CODE,,00,60,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84653,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84653,ALL CLASSES,00000000,ZIP CODE,,00,81,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84653,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84653,ALL CLASSES,00000000,ZIP CODE,,00,52,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84653,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84654,ALL CLASSES,00000000,ZIP CODE,,00,17,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84654,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84654,ALL CLASSES,00000000,ZIP CODE,,00,17,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84654,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84654,ALL CLASSES,00000000,ZIP CODE,,00,30,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84654,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84655,ALL CLASSES,00000000,ZIP CODE,,00,80,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84655,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84655,ALL CLASSES,00000000,ZIP CODE,,00,76,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84655,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84655,ALL CLASSES,00000000,ZIP CODE,,00,96,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84655,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84656,ALL CLASSES,00000000,ZIP CODE,,00,4,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84656,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84656,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84656,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84656,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84656,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84657,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84657,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84657,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84657,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84657,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84657,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84660,ALL CLASSES,00000000,ZIP CODE,,00,294,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84660,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84660,ALL CLASSES,00000000,ZIP CODE,,00,309,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84660,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84660,ALL CLASSES,00000000,ZIP CODE,,00,282,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84660,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84662,ALL CLASSES,00000000,ZIP CODE,,00,33,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84662,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84662,ALL CLASSES,00000000,ZIP CODE,,00,42,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84662,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84662,ALL CLASSES,00000000,ZIP CODE,,00,26,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84662,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84663,ALL CLASSES,00000000,ZIP CODE,,00,23,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84663,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84663,ALL CLASSES,00000000,ZIP CODE,,00,30,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84663,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84663,ALL CLASSES,00000000,ZIP CODE,,00,26,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84663,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84664,ALL CLASSES,00000000,ZIP CODE,,00,49,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84664,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84664,ALL CLASSES,00000000,ZIP CODE,,00,39,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84664,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84664,ALL CLASSES,00000000,ZIP CODE,,00,53,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84664,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84665,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84665,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84665,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84665,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84665,ALL CLASSES,00000000,ZIP CODE,,00,10,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84665,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84667,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84667,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84667,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84667,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84701,ALL CLASSES,00000000,ZIP CODE,,00,60,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84701,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84701,ALL CLASSES,00000000,ZIP CODE,,00,98,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84701,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84701,ALL CLASSES,00000000,ZIP CODE,,00,50,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84701,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84710,ALL CLASSES,00000000,ZIP CODE,,00,1,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84710,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84710,ALL CLASSES,00000000,ZIP CODE,,00,4,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84710,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84711,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84711,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84711,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84711,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84711,ALL CLASSES,00000000,ZIP CODE,,00,14,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84711,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84712,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84712,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84712,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84712,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84712,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84712,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84713,ALL CLASSES,00000000,ZIP CODE,,00,26,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84713,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84713,ALL CLASSES,00000000,ZIP CODE,,00,43,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84713,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84713,ALL CLASSES,00000000,ZIP CODE,,00,18,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84713,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84714,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84714,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84714,ALL CLASSES,00000000,ZIP CODE,,00,3,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84714,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84714,ALL CLASSES,00000000,ZIP CODE,,00,2,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84714,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84715,ALL CLASSES,00000000,ZIP CODE,,00,4,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84715,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84715,ALL CLASSES,00000000,ZIP CODE,,00,12,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84715,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84715,ALL CLASSES,00000000,ZIP CODE,,00,12,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84715,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84716,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84716,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84716,ALL CLASSES,00000000,ZIP CODE,,00,13,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84716,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84716,ALL CLASSES,00000000,ZIP CODE,,00,7,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84716,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84718,ALL CLASSES,00000000,ZIP CODE,,00,5,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84718,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84718,ALL CLASSES,00000000,ZIP CODE,,00,8,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84718,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84718,ALL CLASSES,00000000,ZIP CODE,,00,6,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84718,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84720,ALL CLASSES,00000000,ZIP CODE,,00,24,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84720,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2018-02-01 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84720,ALL CLASSES,00000000,ZIP CODE,,00,22,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2017,,,UNITED STATES,UT,49,84720,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84720,ALL CLASSES,00000000,ZIP CODE,,00,87,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2007,,,UNITED STATES,UT,49,84720,YEAR,
CROP TOTALS - OPERATIONS WITH SALES,SALES,CENSUS,CROP TOTALS,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",9000,UTAH,2024-11-07 12:00:00.000,ALL PRODUCTION PRACTICES,,CROPS,84721,ALL CLASSES,00000000,ZIP CODE,,00,44,,49,00,,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL,OPERATIONS,2022,,,UNITED STATES,UT,49,84721,YEAR,
