CV (%),commodity_desc,domaincat_desc,group_desc,source_desc,short_desc,statisticcat_desc,watershed_code,class_desc,agg_level_desc,watershed_desc,zip_5,load_time,asd_desc,prodn_practice_desc,sector_desc,country_code,state_name,county_name,week_ending,state_ansi,begin_code,county_code,end_code,Value,state_alpha,state_fips_code,location_desc,reference_period_desc,county_ansi,asd_code,country_name,unit_desc,year,region_desc,domain_desc,util_practice_desc,congr_district_code,freq_desc
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21778,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,30,MD,24,21778,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21778,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,30,MD,24,21778,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21778,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,26,MD,24,21778,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21779,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,7,MD,24,21779,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21779,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,10,MD,24,21779,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21779,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,3,MD,24,21779,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21780,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,21,MD,24,21780,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21780,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,20,MD,24,21780,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21780,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,23,MD,24,21780,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21782,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,38,MD,24,21782,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21782,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,28,MD,24,21782,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21782,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,33,MD,24,21782,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21783,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,46,MD,24,21783,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21783,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,40,MD,24,21783,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21783,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,55,MD,24,21783,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21784,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,21,MD,24,21784,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21784,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,34,MD,24,21784,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21784,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,35,MD,24,21784,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21787,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,88,MD,24,21787,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21787,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,102,MD,24,21787,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21787,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,73,MD,24,21787,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21788,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,35,MD,24,21788,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21788,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,35,MD,24,21788,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21788,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,42,MD,24,21788,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21790,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,2,MD,24,21790,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21790,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,1,MD,24,21790,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21791,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,45,MD,24,21791,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21791,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,54,MD,24,21791,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21791,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,68,MD,24,21791,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21793,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,9,MD,24,21793,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21793,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,5,MD,24,21793,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21793,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,20,MD,24,21793,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21794,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,3,MD,24,21794,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21794,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,8,MD,24,21794,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21794,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,11,MD,24,21794,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21795,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,18,MD,24,21795,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21795,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,29,MD,24,21795,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21795,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,24,MD,24,21795,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21797,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,53,MD,24,21797,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21797,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,45,MD,24,21797,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21797,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,49,MD,24,21797,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21798,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,15,MD,24,21798,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21798,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,15,MD,24,21798,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21798,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,25,MD,24,21798,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21801,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,13,MD,24,21801,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21801,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,14,MD,24,21801,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21801,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,17,MD,24,21801,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21802,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,1,MD,24,21802,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21802,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,2,MD,24,21802,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21803,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,3,MD,24,21803,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21804,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,18,MD,24,21804,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21804,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,20,MD,24,21804,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21804,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,26,MD,24,21804,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21810,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,2,MD,24,21810,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21810,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,2,MD,24,21810,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21811,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,24,MD,24,21811,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21811,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,20,MD,24,21811,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21811,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,19,MD,24,21811,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21813,2024-11-07 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,13,MD,24,21813,YEAR,,,UNITED STATES,OPERATIONS,2022,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21813,2018-02-01 12:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,11,MD,24,21813,YEAR,,,UNITED STATES,OPERATIONS,2017,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21813,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,6,MD,24,21813,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",CROP TOTALS,CENSUS,CROP TOTALS - OPERATIONS WITH SALES,SALES,00000000,ALL CLASSES,ZIP CODE,,21814,2012-01-01 00:00:00.000,,ALL PRODUCTION PRACTICES,CROPS,9000,MARYLAND,,,24,00,,00,3,MD,24,21814,YEAR,,,UNITED STATES,OPERATIONS,2007,,SALES,ALL UTILIZATION PRACTICES,,ANNUAL
