Value,watershed_desc,sector_desc,prodn_practice_desc,load_time,county_name,asd_code,end_code,region_desc,group_desc,domaincat_desc,location_desc,short_desc,year,CV (%),class_desc,begin_code,freq_desc,asd_desc,util_practice_desc,state_alpha,state_fips_code,county_code,congr_district_code,watershed_code,county_ansi,unit_desc,state_name,statisticcat_desc,week_ending,agg_level_desc,reference_period_desc,commodity_desc,zip_5,country_code,source_desc,domain_desc,state_ansi,country_name
14,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02813,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02813,9000,CENSUS,SALES,44,UNITED STATES
15,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02813,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02813,9000,CENSUS,SALES,44,UNITED STATES
10,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02813,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02813,9000,CENSUS,SALES,44,UNITED STATES
10,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02814,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02814,9000,CENSUS,SALES,44,UNITED STATES
19,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02814,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02814,9000,CENSUS,SALES,44,UNITED STATES
31,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02814,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02814,9000,CENSUS,SALES,44,UNITED STATES
8,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02816,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02816,9000,CENSUS,SALES,44,UNITED STATES
4,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02816,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02816,9000,CENSUS,SALES,44,UNITED STATES
11,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02816,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02816,9000,CENSUS,SALES,44,UNITED STATES
14,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02817,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02817,9000,CENSUS,SALES,44,UNITED STATES
12,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02817,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02817,9000,CENSUS,SALES,44,UNITED STATES
21,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02817,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02817,9000,CENSUS,SALES,44,UNITED STATES
4,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02818,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02818,9000,CENSUS,SALES,44,UNITED STATES
8,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02818,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02818,9000,CENSUS,SALES,44,UNITED STATES
10,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02818,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02818,9000,CENSUS,SALES,44,UNITED STATES
17,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02822,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02822,9000,CENSUS,SALES,44,UNITED STATES
32,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02822,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02822,9000,CENSUS,SALES,44,UNITED STATES
38,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02822,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02822,9000,CENSUS,SALES,44,UNITED STATES
34,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02825,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02825,9000,CENSUS,SALES,44,UNITED STATES
29,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02825,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02825,9000,CENSUS,SALES,44,UNITED STATES
34,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02825,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02825,9000,CENSUS,SALES,44,UNITED STATES
12,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02827,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02827,9000,CENSUS,SALES,44,UNITED STATES
11,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02827,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02827,9000,CENSUS,SALES,44,UNITED STATES
17,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02827,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02827,9000,CENSUS,SALES,44,UNITED STATES
5,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02828,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02828,9000,CENSUS,SALES,44,UNITED STATES
4,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02828,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02828,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02828,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02828,9000,CENSUS,SALES,44,UNITED STATES
7,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02829,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02829,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02829,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02829,9000,CENSUS,SALES,44,UNITED STATES
3,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02829,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02829,9000,CENSUS,SALES,44,UNITED STATES
3,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02830,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02830,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02830,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02830,9000,CENSUS,SALES,44,UNITED STATES
11,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02830,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02830,9000,CENSUS,SALES,44,UNITED STATES
4,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02831,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02831,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02831,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02831,9000,CENSUS,SALES,44,UNITED STATES
6,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02831,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02831,9000,CENSUS,SALES,44,UNITED STATES
9,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02832,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02832,9000,CENSUS,SALES,44,UNITED STATES
15,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02832,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02832,9000,CENSUS,SALES,44,UNITED STATES
20,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02832,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02832,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02833,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02833,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02833,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02833,9000,CENSUS,SALES,44,UNITED STATES
7,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02835,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02835,9000,CENSUS,SALES,44,UNITED STATES
8,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02835,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02835,9000,CENSUS,SALES,44,UNITED STATES
9,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02835,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02835,9000,CENSUS,SALES,44,UNITED STATES
8,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02837,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02837,9000,CENSUS,SALES,44,UNITED STATES
20,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02837,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02837,9000,CENSUS,SALES,44,UNITED STATES
24,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02837,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02837,9000,CENSUS,SALES,44,UNITED STATES
1,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02839,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02839,9000,CENSUS,SALES,44,UNITED STATES
1,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02839,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02839,9000,CENSUS,SALES,44,UNITED STATES
2,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02842,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02842,9000,CENSUS,SALES,44,UNITED STATES
6,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02842,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02842,9000,CENSUS,SALES,44,UNITED STATES
9,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02842,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02842,9000,CENSUS,SALES,44,UNITED STATES
14,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02852,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02852,9000,CENSUS,SALES,44,UNITED STATES
12,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02852,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02852,9000,CENSUS,SALES,44,UNITED STATES
10,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02852,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02852,9000,CENSUS,SALES,44,UNITED STATES
15,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02857,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02857,9000,CENSUS,SALES,44,UNITED STATES
14,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02857,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02857,9000,CENSUS,SALES,44,UNITED STATES
26,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02857,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02857,9000,CENSUS,SALES,44,UNITED STATES
8,,CROPS,ALL PRODUCTION PRACTICES,2024-11-07 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02859,CROP TOTALS - OPERATIONS WITH SALES,2022,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02859,9000,CENSUS,SALES,44,UNITED STATES
5,,CROPS,ALL PRODUCTION PRACTICES,2018-02-01 12:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02859,CROP TOTALS - OPERATIONS WITH SALES,2017,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02859,9000,CENSUS,SALES,44,UNITED STATES
9,,CROPS,ALL PRODUCTION PRACTICES,2012-01-01 00:00:00.000,,,00,,CROP TOTALS,"SALES: (LESS THAN 50,000 $)",02859,CROP TOTALS - OPERATIONS WITH SALES,2007,,ALL CLASSES,00,ANNUAL,,ALL UTILIZATION PRACTICES,RI,44,,,00000000,,OPERATIONS,RHODE ISLAND,SALES,,ZIP CODE,YEAR,CROP TOTALS,02859,9000,CENSUS,SALES,44,UNITED STATES
