domaincat_desc,commodity_desc,CV (%),group_desc,source_desc,statisticcat_desc,short_desc,watershed_desc,agg_level_desc,class_desc,watershed_code,zip_5,sector_desc,prodn_practice_desc,asd_desc,load_time,state_name,country_code,county_name,county_code,begin_code,state_ansi,week_ending,Value,end_code,county_ansi,location_desc,state_alpha,reference_period_desc,state_fips_code,asd_code,country_name,region_desc,year,unit_desc,freq_desc,congr_district_code,util_practice_desc,domain_desc
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,MCLEAN,149,00,21,,260,00,149,"KENTUCKY, MIDWESTERN, MCLEAN",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MCLEAN,149,00,21,,253,00,149,"KENTUCKY, MIDWESTERN, MCLEAN",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MCLEAN,149,00,21,,272,00,149,"KENTUCKY, MIDWESTERN, MCLEAN",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MCLEAN,149,00,21,,351,00,149,"KENTUCKY, MIDWESTERN, MCLEAN",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,296,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,263,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,272,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,251,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,281,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,MUHLENBERG,177,00,21,,342,00,177,"KENTUCKY, MIDWESTERN, MUHLENBERG",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,427,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,372,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,465,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,381,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,516,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,OHIO,183,00,21,,671,00,183,"KENTUCKY, MIDWESTERN, OHIO",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,216,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,223,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,223,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,256,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,297,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,SIMPSON,213,00,21,,414,00,213,"KENTUCKY, MIDWESTERN, SIMPSON",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,TODD,219,00,21,,334,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,TODD,219,00,21,,376,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,TODD,219,00,21,,386,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,TODD,219,00,21,,363,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,TODD,219,00,21,,373,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,TODD,219,00,21,,514,00,219,"KENTUCKY, MIDWESTERN, TODD",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,UNION,225,00,21,,193,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,UNION,225,00,21,,167,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,UNION,225,00,21,,184,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,UNION,225,00,21,,195,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,UNION,225,00,21,,205,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,UNION,225,00,21,,289,00,225,"KENTUCKY, MIDWESTERN, UNION",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2024-07-02 12:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,216,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2018-02-01 00:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,218,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-12-31 00:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,211,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,217,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,279,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,MIDWESTERN,2012-01-01 00:00:00.000,KENTUCKY,9000,WEBSTER,233,00,21,,321,00,233,"KENTUCKY, MIDWESTERN, WEBSTER",KY,YEAR,21,20,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,538,00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,560,00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,519,00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,543,00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,782,00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ADAIR,001,00,21,,"1,034",00,001,"KENTUCKY, CENTRAL, ADAIR",KY,YEAR,21,30,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,418,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,548,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,462,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,463,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,2007,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,545,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,2002,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-01-01 00:00:00.000,KENTUCKY,9000,ALLEN,003,00,21,,693,00,003,"KENTUCKY, CENTRAL, ALLEN",KY,YEAR,21,30,UNITED STATES,,1997,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,13.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2024-07-02 12:00:00.000,KENTUCKY,9000,BARREN,009,00,21,,783,00,009,"KENTUCKY, CENTRAL, BARREN",KY,YEAR,21,30,UNITED STATES,,2022,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,23.7,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2018-02-01 00:00:00.000,KENTUCKY,9000,BARREN,009,00,21,,862,00,009,"KENTUCKY, CENTRAL, BARREN",KY,YEAR,21,30,UNITED STATES,,2017,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
NOT SPECIFIED,CROP TOTALS,6.3,CROP TOTALS,CENSUS,SALES,CROP TOTALS - OPERATIONS WITH SALES,,COUNTY,ALL CLASSES,00000000,,CROPS,ALL PRODUCTION PRACTICES,CENTRAL,2012-12-31 00:00:00.000,KENTUCKY,9000,BARREN,009,00,21,,797,00,009,"KENTUCKY, CENTRAL, BARREN",KY,YEAR,21,30,UNITED STATES,,2012,OPERATIONS,ANNUAL,,ALL UTILIZATION PRACTICES,TOTAL
