domaincat_desc,asd_code,group_desc,region_desc,end_code,county_name,watershed_desc,Value,load_time,prodn_practice_desc,sector_desc,freq_desc,state_alpha,asd_desc,util_practice_desc,class_desc,begin_code,short_desc,location_desc,year,CV (%),agg_level_desc,reference_period_desc,state_name,unit_desc,week_ending,statisticcat_desc,county_ansi,watershed_code,congr_district_code,state_fips_code,county_code,country_name,state_ansi,domain_desc,country_code,source_desc,zip_5,commodity_desc
NOT SPECIFIED,10,CROP TOTALS,,00,FOREST,,33,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, FOREST",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,053,00000000,,42,053,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,FOREST,,28,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, FOREST",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,053,00000000,,42,053,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,FOREST,,24,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, FOREST",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,053,00000000,,42,053,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,667,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,805,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,750,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,684,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,609,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,MERCER,,725,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, MERCER",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,085,00000000,,42,085,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,204,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,270,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,294,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,255,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,202,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,VENANGO,,234,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, VENANGO",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,121,00000000,,42,121,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,216,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,258,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,336,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,308,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,177,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,10,CROP TOTALS,,00,WARREN,,210,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTHWESTERN,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTHWESTERN, WARREN",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,123,00000000,,42,123,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,855,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,937,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,895,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,561,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,481,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,BRADFORD,,633,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, BRADFORD",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,015,00000000,,42,015,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,18,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,25,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,20,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,19,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,19,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CAMERON,,22,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CAMERON",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,023,00000000,,42,023,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,173,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,183,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,313,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,254,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,220,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,CLINTON,,211,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, CLINTON",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,035,00000000,,42,035,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,124,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,155,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,188,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,186,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,90,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,ELK,,115,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, ELK",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,047,00000000,,42,047,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,567,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,623,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,728,2012-12-31 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",2012,3.7,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,609,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",2007,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,663,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",2002,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,LYCOMING,,695,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, LYCOMING",1997,,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,081,00000000,,42,081,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,MCKEAN,,169,2024-07-02 12:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, MCKEAN",2022,6.6,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,083,00000000,,42,083,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
NOT SPECIFIED,20,CROP TOTALS,,00,MCKEAN,,141,2018-02-01 00:00:00.000,ALL PRODUCTION PRACTICES,CROPS,ANNUAL,PA,NORTH CENTRAL,ALL UTILIZATION PRACTICES,ALL CLASSES,00,CROP TOTALS - OPERATIONS WITH SALES,"PENNSYLVANIA, NORTH CENTRAL, MCKEAN",2017,12.4,COUNTY,YEAR,PENNSYLVANIA,OPERATIONS,,SALES,083,00000000,,42,083,UNITED STATES,42,TOTAL,9000,CENSUS,,CROP TOTALS
