group_desc,end_code,region_desc,asd_code,domaincat_desc,load_time,sector_desc,prodn_practice_desc,watershed_desc,Value,county_name,begin_code,class_desc,asd_desc,state_alpha,util_practice_desc,freq_desc,year,CV (%),short_desc,location_desc,week_ending,statisticcat_desc,unit_desc,state_name,reference_period_desc,agg_level_desc,congr_district_code,county_code,state_fips_code,county_ansi,watershed_code,state_ansi,domain_desc,country_name,zip_5,commodity_desc,country_code,source_desc
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,34,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98848,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98848,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,42,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98848,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98848,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,18,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98849,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98849,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,24,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98849,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98849,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98849,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98849,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98850,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98850,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,12,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98850,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98850,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,21,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98850,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98850,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,11,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98851,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98851,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,12,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98851,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98851,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,25,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98851,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98851,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98853,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98853,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,58,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98855,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98855,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,54,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98855,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98855,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,84,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98855,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98855,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,42,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98856,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98856,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,42,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98856,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98856,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,55,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98856,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98856,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98857,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98857,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,7,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98857,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98857,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,23,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98857,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98857,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98858,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98858,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,14,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98858,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98858,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98858,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98858,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98859,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98859,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98859,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98859,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98860,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98860,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,16,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98862,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98862,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,33,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98862,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98862,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,25,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98862,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98862,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,64,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98901,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98901,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,49,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98901,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98901,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,50,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98901,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98901,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,9,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98902,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98902,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,5,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98902,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98902,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98902,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98902,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,51,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98903,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98903,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,83,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98903,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98903,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,70,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98903,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98903,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98904,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98904,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98904,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98904,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98907,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98907,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98907,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98907,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98907,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98907,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,105,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98908,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98908,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,134,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98908,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98908,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,135,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98908,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98908,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,6,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98909,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98909,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,2,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98909,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98909,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98909,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98909,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,4,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98920,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98920,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,3,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98921,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98921,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,42,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98922,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98922,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,60,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98922,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98922,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,55,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98922,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98922,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,18,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98923,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98923,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,14,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98923,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98923,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,13,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98923,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98923,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,1,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98925,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98925,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2024-11-07 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,160,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2022,,CROP TOTALS - OPERATIONS WITH SALES,98926,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98926,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2018-02-01 12:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,216,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2017,,CROP TOTALS - OPERATIONS WITH SALES,98926,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98926,CROP TOTALS,9000,CENSUS
CROP TOTALS,00,,,"SALES: (LESS THAN 50,000 $)",2012-01-01 00:00:00.000,CROPS,ALL PRODUCTION PRACTICES,,184,,00,ALL CLASSES,,WA,ALL UTILIZATION PRACTICES,ANNUAL,2007,,CROP TOTALS - OPERATIONS WITH SALES,98926,,SALES,OPERATIONS,WASHINGTON,YEAR,ZIP CODE,,,53,,00000000,53,SALES,UNITED STATES,98926,CROP TOTALS,9000,CENSUS
